image,cell_count,confluency_percent,mean_area_px,mean_circularity,mean_eccentricity,mean_perimeter_px
EXP_path2_passage4_308.png,22,0.767834981282552,1097.909090909091,0.8520511189354681,0.5516267561680464,121.3227189991073
EXP_path2_passage4_309.png,202,4.375394185384115,681.3762376237623,0.7202330001015241,0.7433934156219132,109.73044029678007
EXP_path2_passage4_310.png,25,0.8158683776855469,1026.6,0.7515179684471407,0.6800115800971547,129.09760020552153
EXP_path2_passage4_401.png,320,7.433509826660156,730.74375,0.7007166795057133,0.7752908108010926,114.047663617214
EXP_path2_passage4_402.png,62,1.9238789876302083,976.1290322580645,0.758652403489889,0.7223085330462621,126.84909105987283
EXP_path2_passage4_403.png,461,10.555744171142578,720.2928416485901,0.7044289336190402,0.7787505069672397,113.06181743796881
EXP_path2_passage4_404.png,65,1.6522725423177083,799.6307692307693,0.7952105547783312,0.6759390993268433,109.67001769039139
EXP_path2_passage4_405.png,234,5.434354146321615,730.5555555555555,0.7297557742508004,0.7587336812914144,111.5153071547016
EXP_path2_passage4_406.png,22,0.8343696594238281,1193.0454545454545,0.7961779108515349,0.6952324932449595,133.9505475992241
EXP_path2_passage4_407.png,212,4.2331695556640625,628.1320754716982,0.7321590645491662,0.7478633429542723,103.25469598752971
EXP_path2_passage4_408.png,212,4.2331695556640625,628.1320754716982,0.7321590645491662,0.7478633429542723,103.25469598752971
EXP_path2_passage4_409.png,355,7.416216532389323,657.1661971830986,0.7111348374741036,0.7852209602359658,107.89303714437563
EXP_path2_passage4_410.png,64,1.9374847412109375,952.3125,0.7696799715576282,0.7054429781684464,123.5692093164999
EXP_path2_passage4_501.png,409,8.808231353759766,677.4645476772616,0.687694343024468,0.7987382038410035,111.30062828793324
EXP_path2_passage4_502.png,78,1.9321759541829426,779.2435897435897,0.7872657750631478,0.7042387126569652,109.7222836654948
EXP_path2_passage4_503.png,298,5.852572123209635,617.8053691275168,0.7275622684157211,0.7587497988109879,102.96954243551889
EXP_path2_passage4_504.png,65,1.5967369079589844,772.7538461538461,0.8039296251542464,0.6786195333889485,108.58298916347613
EXP_path2_passage4_505.png,366,8.112239837646484,697.2377049180328,0.6997858877204649,0.7887089070358837,112.02695350148169
EXP_path2_passage4_506.png,40,1.0503451029459634,826.025,0.7562366349963383,0.7224716390387269,116.1337706707923
EXP_path2_passage4_507.png,166,3.5129547119140625,665.710843373494,0.7282397667476921,0.7506572922019573,106.50825112044059
EXP_path2_passage4_508.png,35,1.0740280151367188,965.3142857142857,0.7318718168860044,0.7006625980693947,126.71111103013048
EXP_path2_passage4_509.png,345,6.685829162597656,609.6173913043478,0.7396150048818977,0.7573354592200998,101.45559690075106
EXP_path2_passage4_510.png,36,0.9505271911621094,830.5833333333334,0.7810694265892721,0.6840083776728648,113.48800096890682
